age,education,occupation,hours-per-week,gender,salary
55,Bachelors,Prof-specialty,40,Male,>50K
29,Some-college,Adm-clerical,50,Female,>50K
28,Assoc-voc,Farming-fishing,80,Male,<=50K
44,HS-grad,Craft-repair,45,Male,<=50K
41,Masters,Exec-managerial,45,Male,>50K
26,Assoc-voc,Sales,45,Male,>50K
23,HS-grad,Sales,40,Male,>50K
37,Bachelors,Prof-specialty,40,Female,>50K
23,Bachelors,Prof-specialty,50,Male,>50K
33,Some-college,Other-service,40,Female,<=50K
44,HS-grad,Craft-repair,40,Male,>50K
21,Some-college,Protective-serv,30,Male,<=50K
36,11th,Exec-managerial,40,Male,<=50K
44,Bachelors,Adm-clerical,40,Male,<=50K
23,HS-grad,Other-service,40,Female,<=50K
26,HS-grad,Exec-managerial,40,Male,<=50K
32,5th-6th,Other-service,40,Male,<=50K
31,Some-college,Handlers-cleaners,40,Male,>50K
50,HS-grad,Exec-managerial,35,Female,<=50K
18,Some-college,Adm-clerical,20,Female,<=50K
49,Bachelors,Exec-managerial,50,Male,>50K
59,HS-grad,Other-service,40,Female,<=50K
38,HS-grad,Machine-op-inspct,28,Female,<=50K
50,Some-college,Sales,55,Male,<=50K
51,Some-college,Craft-repair,55,Male,<=50K
22,Some-college,Machine-op-inspct,35,Male,<=50K
54,HS-grad,Machine-op-inspct,40,Female,>50K
37,HS-grad,Transport-moving,40,Male,<=50K
31,Bachelors,Adm-clerical,60,Male,<=50K
67,Bachelors,Exec-managerial,40,Male,<=50K
43,11th,?,40,Male,<=50K
21,Some-college,Exec-managerial,40,Female,<=50K
30,HS-grad,Adm-clerical,40,Female,<=50K
32,Some-college,Protective-serv,50,Male,<=50K
36,Assoc-voc,Craft-repair,40,Male,<=50K
33,Bachelors,Adm-clerical,40,Male,<=50K
37,HS-grad,Craft-repair,56,Male,<=50K
29,Prof-school,Prof-specialty,48,Male,>50K
18,Some-college,?,30,Male,<=50K
26,Some-college,Sales,40,Male,<=50K
51,7th-8th,Prof-specialty,40,Male,<=50K
39,HS-grad,Machine-op-inspct,40,Male,<=50K
18,HS-grad,Other-service,30,Male,<=50K
52,12th,Machine-op-inspct,40,Male,<=50K
31,Some-college,Farming-fishing,40,Male,<=50K
45,Bachelors,Exec-managerial,53,Male,>50K
38,Some-college,Machine-op-inspct,38,Male,<=50K
21,Assoc-acdm,Sales,35,Female,<=50K
33,HS-grad,Handlers-cleaners,40,Male,<=50K
39,Some-college,Craft-repair,40,Male,<=50K
31,HS-grad,Machine-op-inspct,40,Male,<=50K
43,Bachelors,Exec-managerial,50,Male,>50K
64,Bachelors,?,10,Male,<=50K
33,Bachelors,Exec-managerial,45,Male,>50K
49,HS-grad,Farming-fishing,60,Male,<=50K
41,HS-grad,Machine-op-inspct,40,Male,<=50K
55,Some-college,Machine-op-inspct,40,Male,<=50K
52,Some-college,Adm-clerical,37,Female,<=50K
42,Bachelors,Prof-specialty,40,Male,<=50K
24,Some-college,Adm-clerical,30,Female,<=50K
42,HS-grad,Adm-clerical,52,Male,<=50K
41,Bachelors,Exec-managerial,40,Male,>50K
35,HS-grad,Machine-op-inspct,40,Male,<=50K
71,5th-6th,?,10,Male,<=50K
54,Masters,Exec-managerial,42,Male,>50K
24,5th-6th,Handlers-cleaners,40,Male,<=50K
59,HS-grad,?,40,Female,<=50K
30,11th,?,40,Female,<=50K
57,Bachelors,Exec-managerial,40,Female,>50K
58,Masters,Exec-managerial,40,Male,>50K
32,HS-grad,Other-service,40,Male,<=50K
22,HS-grad,Sales,25,Female,<=50K
20,HS-grad,Other-service,25,Female,<=50K
60,Bachelors,?,40,Male,<=50K
51,HS-grad,Prof-specialty,40,Female,<=50K
26,HS-grad,Adm-clerical,20,Female,<=50K
33,11th,Craft-repair,40,Male,<=50K
19,10th,Sales,40,Female,<=50K
50,HS-grad,Other-service,20,Female,>50K
32,HS-grad,Sales,40,Male,<=50K
51,Bachelors,Transport-moving,40,Male,>50K
18,Some-college,Sales,20,Female,<=50K
35,Masters,Exec-managerial,50,Male,>50K
22,Some-college,?,25,Male,<=50K
46,HS-grad,Craft-repair,55,Male,<=50K
37,HS-grad,Sales,45,Male,<=50K
45,Some-college,Adm-clerical,20,Female,>50K
63,9th,Handlers-cleaners,32,Male,<=50K
53,HS-grad,Other-service,10,Male,<=50K
24,HS-grad,Adm-clerical,40,Female,<=50K
65,11th,?,29,Male,<=50K
43,Assoc-acdm,Prof-specialty,32,Female,>50K
47,HS-grad,Machine-op-inspct,40,Male,<=50K
41,HS-grad,Exec-managerial,40,Female,<=50K
27,HS-grad,Machine-op-inspct,40,Male,<=50K
35,HS-grad,Exec-managerial,75,Male,<=50K
19,Some-college,Adm-clerical,24,Female,<=50K
47,Some-college,Other-service,35,Female,<=50K
25,Bachelors,Adm-clerical,40,Female,<=50K
59,Prof-school,Exec-managerial,40,Male,>50K
28,10th,Machine-op-inspct,40,Female,<=50K
17,10th,Sales,20,Female,<=50K
21,Some-college,Exec-managerial,50,Male,<=50K
31,HS-grad,Sales,40,Female,<=50K
49,HS-grad,Handlers-cleaners,40,Female,<=50K
48,Masters,Prof-specialty,50,Male,>50K
60,Doctorate,Sales,20,Male,<=50K
33,12th,Transport-moving,40,Male,<=50K
40,HS-grad,Craft-repair,40,Male,<=50K
42,Some-college,Craft-repair,52,Male,<=50K
34,HS-grad,Transport-moving,40,Male,<=50K
38,Assoc-voc,Adm-clerical,52,Male,<=50K
58,Some-college,Exec-managerial,70,Male,>50K
20,Some-college,Adm-clerical,40,Female,<=50K
52,Some-college,Sales,55,Female,<=50K
22,Some-college,Protective-serv,40,Male,<=50K
24,Bachelors,Farming-fishing,35,Male,>50K
39,HS-grad,Machine-op-inspct,40,Female,<=50K
41,Masters,Exec-managerial,55,Male,>50K
37,Some-college,?,30,Male,<=50K
56,9th,Craft-repair,40,Male,<=50K
21,HS-grad,Other-service,40,Female,<=50K
29,HS-grad,Sales,25,Female,<=50K
45,Assoc-voc,Other-service,10,Male,<=50K
44,Some-college,Protective-serv,80,Male,>50K
54,Masters,Prof-specialty,45,Male,>50K
24,Some-college,Craft-repair,40,Male,<=50K
40,Bachelors,Exec-managerial,50,Male,<=50K
43,Bachelors,Prof-specialty,60,Male,>50K
20,Some-college,?,16,Male,<=50K
41,11th,Other-service,40,Female,<=50K
32,Assoc-voc,Adm-clerical,40,Female,<=50K
31,Bachelors,Adm-clerical,25,Female,<=50K
26,HS-grad,Adm-clerical,40,Male,<=50K
50,Bachelors,Craft-repair,40,Male,>50K
62,Assoc-voc,Exec-managerial,40,Male,<=50K
24,HS-grad,Other-service,45,Male,<=50K
58,Bachelors,Exec-managerial,65,Male,>50K
44,Some-college,Craft-repair,40,Male,>50K
44,12th,Other-service,40,Male,<=50K
37,Some-college,Transport-moving,50,Male,>50K
65,7th-8th,Farming-fishing,40,Male,<=50K
33,HS-grad,Craft-repair,40,Male,>50K
34,HS-grad,?,37,Female,<=50K
56,Masters,Prof-specialty,60,Male,>50K
35,Masters,Exec-managerial,48,Male,>50K
33,Bachelors,Prof-specialty,40,Male,<=50K
35,Bachelors,Tech-support,48,Male,<=50K
47,Some-college,Exec-managerial,60,Female,<=50K
35,9th,Craft-repair,96,Male,<=50K
56,Some-college,Sales,40,Female,<=50K
29,Masters,Prof-specialty,40,Male,<=50K
53,Prof-school,Prof-specialty,50,Male,>50K
42,Assoc-voc,Sales,25,Female,<=50K
20,Some-college,?,40,Female,<=50K
24,Bachelors,Tech-support,50,Male,<=50K
33,HS-grad,Machine-op-inspct,40,Male,<=50K
42,10th,Sales,45,Male,<=50K
38,Some-college,Protective-serv,50,Male,>50K
32,HS-grad,Machine-op-inspct,40,Male,<=50K
20,7th-8th,Craft-repair,20,Male,<=50K
32,HS-grad,Craft-repair,50,Male,<=50K
28,Some-college,Protective-serv,40,Male,>50K
51,HS-grad,Craft-repair,55,Male,>50K
41,HS-grad,Other-service,30,Male,<=50K
37,Assoc-acdm,Other-service,50,Female,<=50K
23,HS-grad,Other-service,40,Female,<=50K
40,HS-grad,Craft-repair,40,Male,<=50K
47,10th,Machine-op-inspct,40,Male,<=50K
46,HS-grad,Exec-managerial,50,Male,<=50K
24,Bachelors,Sales,40,Male,<=50K
40,HS-grad,Machine-op-inspct,28,Female,<=50K
30,HS-grad,Machine-op-inspct,60,Male,<=50K
41,Prof-school,Prof-specialty,52,Female,>50K
37,Bachelors,Adm-clerical,45,Female,>50K
49,HS-grad,Transport-moving,40,Male,<=50K
41,Bachelors,Exec-managerial,50,Female,>50K
52,Assoc-voc,Exec-managerial,35,Male,<=50K
23,Some-college,Sales,50,Male,<=50K
34,HS-grad,Craft-repair,40,Female,<=50K
25,Bachelors,Exec-managerial,40,Female,>50K
44,HS-grad,Craft-repair,45,Male,>50K
31,HS-grad,Prof-specialty,33,Male,<=50K
53,Bachelors,Adm-clerical,40,Female,<=50K
62,HS-grad,Exec-managerial,50,Male,<=50K
35,Bachelors,Exec-managerial,55,Male,<=50K
30,Bachelors,Prof-specialty,40,Male,<=50K
48,HS-grad,Adm-clerical,40,Female,>50K
36,Bachelors,Prof-specialty,40,Female,>50K
32,11th,Other-service,33,Male,<=50K
22,Some-college,Priv-house-serv,28,Female,<=50K
17,11th,?,40,Male,<=50K
19,HS-grad,Prof-specialty,40,Female,<=50K
26,HS-grad,Adm-clerical,40,Female,<=50K
20,Some-college,?,40,Male,<=50K
56,Some-college,Exec-managerial,35,Male,>50K
45,7th-8th,Other-service,21,Female,<=50K
23,Some-college,Adm-clerical,40,Female,<=50K
31,HS-grad,Handlers-cleaners,40,Male,<=50K
30,11th,Sales,8,Female,<=50K
42,HS-grad,Handlers-cleaners,35,Male,<=50K
27,Prof-school,Prof-specialty,60,Male,<=50K
37,Bachelors,Exec-managerial,50,Male,>50K
31,HS-grad,Machine-op-inspct,60,Male,<=50K
33,Bachelors,Prof-specialty,40,Female,<=50K
64,Preschool,Handlers-cleaners,40,Male,<=50K
32,HS-grad,Other-service,40,Female,<=50K
62,HS-grad,?,40,Male,>50K
37,Some-college,Craft-repair,40,Male,<=50K
25,11th,Transport-moving,40,Male,<=50K
49,HS-grad,Adm-clerical,40,Male,<=50K
36,Bachelors,Prof-specialty,40,Male,>50K
67,Some-college,Handlers-cleaners,15,Male,<=50K
54,HS-grad,Handlers-cleaners,40,Male,>50K
45,Doctorate,Prof-specialty,40,Female,>50K
30,Some-college,Craft-repair,40,Male,<=50K
39,HS-grad,Protective-serv,40,Female,<=50K
57,10th,Other-service,20,Female,<=50K
57,10th,Other-service,40,Male,<=50K
23,HS-grad,Farming-fishing,40,Male,<=50K
49,HS-grad,Other-service,40,Male,<=50K
46,Bachelors,Prof-specialty,10,Male,>50K
41,Bachelors,Tech-support,43,Female,<=50K
44,Assoc-voc,Tech-support,45,Male,<=50K
25,Bachelors,Other-service,30,Female,<=50K
34,Bachelors,Craft-repair,45,Male,>50K
24,Bachelors,Sales,25,Male,<=50K
32,Bachelors,Exec-managerial,45,Female,<=50K
27,HS-grad,Tech-support,50,Male,>50K
67,12th,Machine-op-inspct,40,Male,<=50K
36,HS-grad,Craft-repair,40,Male,<=50K
40,Some-college,Exec-managerial,48,Male,<=50K
24,HS-grad,Transport-moving,40,Male,<=50K
46,Bachelors,Sales,40,Male,>50K
44,HS-grad,Adm-clerical,38,Female,<=50K
23,Some-college,Craft-repair,40,Male,>50K
46,Prof-school,Prof-specialty,90,Male,<=50K
31,Assoc-voc,Tech-support,40,Male,<=50K
21,Some-college,Protective-serv,40,Male,<=50K
61,HS-grad,Craft-repair,40,Male,>50K
71,HS-grad,Farming-fishing,15,Male,<=50K
42,Bachelors,Exec-managerial,40,Male,>50K
27,Some-college,?,5,Male,<=50K
21,Some-college,Other-service,16,Female,<=50K
21,Preschool,Farming-fishing,25,Male,<=50K
28,Bachelors,Prof-specialty,60,Female,<=50K
27,Assoc-acdm,Prof-specialty,37,Female,<=50K
32,Some-college,Other-service,25,Female,<=50K
47,HS-grad,Handlers-cleaners,40,Male,<=50K
22,Assoc-acdm,Exec-managerial,35,Male,<=50K
56,HS-grad,Tech-support,40,Male,<=50K
20,HS-grad,Other-service,40,Female,<=50K
30,Some-college,Sales,40,Female,<=50K
22,Some-college,Other-service,25,Female,<=50K
28,Assoc-voc,Craft-repair,45,Male,>50K
50,Masters,Exec-managerial,55,Male,>50K
66,HS-grad,Machine-op-inspct,10,Female,<=50K
38,Some-college,Other-service,46,Male,<=50K
62,12th,Exec-managerial,30,Male,<=50K
36,Masters,Tech-support,40,Female,>50K
47,10th,Craft-repair,35,Male,<=50K
25,HS-grad,Tech-support,40,Male,<=50K
26,Some-college,Transport-moving,40,Male,<=50K
37,11th,Farming-fishing,40,Male,<=50K
70,7th-8th,Craft-repair,8,Male,<=50K
52,11th,Transport-moving,40,Male,<=50K
70,9th,Exec-managerial,18,Male,<=50K
19,HS-grad,Protective-serv,40,Male,<=50K
23,11th,Craft-repair,3,Male,<=50K
37,Bachelors,Prof-specialty,16,Female,>50K
37,11th,Sales,40,Female,<=50K
45,Some-college,Prof-specialty,40,Female,<=50K
29,Bachelors,Exec-managerial,50,Male,>50K
56,Bachelors,Exec-managerial,20,Male,<=50K
50,Masters,Tech-support,40,Male,<=50K
20,HS-grad,Adm-clerical,30,Male,<=50K
26,Bachelors,Adm-clerical,40,Male,<=50K
41,Prof-school,Prof-specialty,60,Male,>50K
21,HS-grad,Handlers-cleaners,40,Male,<=50K
48,5th-6th,Craft-repair,50,Male,<=50K
22,Some-college,Other-service,40,Male,<=50K
37,Assoc-acdm,Other-service,35,Male,<=50K
47,Some-college,Craft-repair,30,Male,>50K
61,Bachelors,Sales,40,Male,<=50K
47,Masters,Prof-specialty,40,Male,>50K
37,HS-grad,Craft-repair,25,Male,<=50K
46,Assoc-voc,Adm-clerical,40,Female,<=50K
42,HS-grad,Sales,48,Male,<=50K
41,HS-grad,Adm-clerical,40,Female,<=50K
33,9th,Other-service,40,Male,<=50K
24,Bachelors,Prof-specialty,35,Male,<=50K
27,Assoc-acdm,Tech-support,40,Male,<=50K
40,Bachelors,Exec-managerial,39,Male,<=50K
56,10th,Machine-op-inspct,40,Male,<=50K
35,Doctorate,Prof-specialty,55,Male,<=50K
24,Assoc-voc,Craft-repair,40,Male,<=50K
73,Some-college,Prof-specialty,1,Female,<=50K
36,Some-college,Sales,50,Male,<=50K
31,Bachelors,Craft-repair,50,Male,>50K
50,HS-grad,?,45,Male,<=50K
36,HS-grad,Handlers-cleaners,40,Male,<=50K
37,HS-grad,Sales,40,Male,>50K
26,Bachelors,Prof-specialty,55,Female,<=50K
20,HS-grad,Protective-serv,40,Male,<=50K
58,Bachelors,Prof-specialty,40,Male,>50K
45,Bachelors,Prof-specialty,40,Male,>50K
33,Bachelors,?,40,Male,<=50K
31,Bachelors,Tech-support,40,Female,<=50K
44,Prof-school,Prof-specialty,60,Male,>50K
19,Some-college,Prof-specialty,30,Female,<=50K
54,HS-grad,Tech-support,50,Male,>50K
31,Masters,Prof-specialty,40,Male,<=50K
27,HS-grad,Craft-repair,35,Male,<=50K
36,Some-college,Sales,40,Male,>50K
47,Some-college,Adm-clerical,40,Male,<=50K
35,Bachelors,Exec-managerial,45,Male,<=50K
42,1st-4th,Adm-clerical,55,Male,>50K
45,Bachelors,Exec-managerial,40,Female,<=50K
70,HS-grad,Craft-repair,40,Male,<=50K
27,12th,Other-service,44,Female,<=50K
36,HS-grad,Prof-specialty,60,Male,>50K
23,HS-grad,Machine-op-inspct,40,Male,<=50K
25,Bachelors,Exec-managerial,50,Male,<=50K
45,Some-college,Craft-repair,45,Male,>50K
24,HS-grad,Handlers-cleaners,30,Male,<=50K
90,Assoc-acdm,Sales,50,Male,>50K
50,HS-grad,Machine-op-inspct,44,Male,>50K
37,HS-grad,Craft-repair,99,Male,>50K
31,Some-college,Adm-clerical,40,Female,<=50K
17,11th,Farming-fishing,40,Male,<=50K
26,Some-college,Adm-clerical,38,Male,<=50K
41,Doctorate,Prof-specialty,60,Male,<=50K
50,HS-grad,Exec-managerial,60,Male,>50K
45,HS-grad,Transport-moving,80,Male,<=50K
54,Some-college,Sales,55,Male,>50K
54,HS-grad,Craft-repair,40,Male,<=50K
38,HS-grad,Machine-op-inspct,40,Male,<=50K
22,HS-grad,Sales,38,Female,<=50K
43,HS-grad,Machine-op-inspct,40,Male,<=50K
19,HS-grad,?,30,Female,<=50K
30,Bachelors,Tech-support,40,Male,>50K
31,9th,?,40,Female,<=50K
42,HS-grad,Craft-repair,40,Male,<=50K
48,Some-college,Machine-op-inspct,40,Male,>50K
56,Some-college,Transport-moving,35,Male,>50K
21,Some-college,Adm-clerical,36,Male,<=50K
45,Bachelors,Craft-repair,40,Male,<=50K
37,Prof-school,Exec-managerial,40,Male,>50K
38,Bachelors,Prof-specialty,30,Male,<=50K
34,Some-college,Sales,50,Male,<=50K
29,HS-grad,Protective-serv,40,Male,<=50K
24,HS-grad,Machine-op-inspct,40,Male,<=50K
79,Masters,?,23,Female,<=50K
35,Assoc-acdm,Machine-op-inspct,55,Male,<=50K
39,10th,Transport-moving,70,Male,<=50K
73,7th-8th,Farming-fishing,12,Male,<=50K
57,Assoc-voc,Other-service,40,Female,<=50K
35,Bachelors,Sales,50,Male,<=50K
60,HS-grad,Handlers-cleaners,32,Male,<=50K
19,Some-college,?,40,Female,<=50K
54,HS-grad,Machine-op-inspct,40,Male,<=50K
53,Bachelors,Craft-repair,40,Male,<=50K
23,Some-college,Exec-managerial,40,Female,<=50K
57,Some-college,Exec-managerial,48,Male,>50K
27,10th,Sales,48,Female,<=50K
25,HS-grad,Exec-managerial,40,Male,<=50K
38,HS-grad,Craft-repair,40,Male,<=50K
48,Some-college,Sales,60,Male,>50K
24,HS-grad,Adm-clerical,45,Female,<=50K
67,Some-college,Sales,40,Male,<=50K
20,HS-grad,Other-service,35,Male,<=50K
38,Doctorate,Prof-specialty,40,Male,>50K
54,7th-8th,Craft-repair,40,Male,<=50K
20,Some-college,Farming-fishing,40,Male,<=50K
57,10th,Exec-managerial,55,Male,<=50K
34,Bachelors,Exec-managerial,44,Male,<=50K
34,HS-grad,Craft-repair,49,Male,<=50K
80,HS-grad,Machine-op-inspct,16,Female,<=50K
40,HS-grad,Machine-op-inspct,40,Female,<=50K
19,11th,Handlers-cleaners,35,Male,<=50K
35,Some-college,Protective-serv,56,Male,<=50K
21,HS-grad,Sales,40,Female,<=50K
59,11th,Other-service,40,Male,<=50K
53,Some-college,Transport-moving,40,Male,>50K
41,Assoc-voc,Other-service,40,Female,>50K
59,HS-grad,Transport-moving,55,Male,<=50K
21,Some-college,?,35,Female,<=50K
52,1st-4th,Farming-fishing,40,Male,<=50K
48,5th-6th,Handlers-cleaners,40,Male,<=50K
24,12th,Machine-op-inspct,40,Male,<=50K
49,Prof-school,Sales,40,Male,>50K
19,HS-grad,Adm-clerical,50,Male,<=50K
50,HS-grad,Other-service,40,Female,<=50K
39,Assoc-acdm,Craft-repair,60,Male,>50K
25,HS-grad,Other-service,40,Female,<=50K
66,7th-8th,Other-service,40,Female,<=50K
30,Some-college,Exec-managerial,40,Male,<=50K
49,Masters,Exec-managerial,80,Male,>50K
40,Some-college,Craft-repair,45,Male,<=50K
38,10th,Other-service,40,Male,<=50K
25,11th,Craft-repair,40,Male,<=50K
51,HS-grad,Exec-managerial,37,Male,>50K
23,Bachelors,Adm-clerical,40,Female,<=50K
60,9th,Exec-managerial,67,Male,>50K
44,HS-grad,Sales,60,Male,>50K
53,Prof-school,Prof-specialty,60,Male,>50K
66,Bachelors,Prof-specialty,20,Male,>50K
18,HS-grad,?,45,Female,<=50K
44,Assoc-voc,Machine-op-inspct,40,Male,<=50K
38,HS-grad,Machine-op-inspct,40,Male,>50K
30,Bachelors,Adm-clerical,40,Male,>50K
36,HS-grad,Machine-op-inspct,42,Male,<=50K
38,Some-college,Adm-clerical,40,Male,>50K
31,Bachelors,Exec-managerial,45,Female,<=50K
26,11th,Transport-moving,35,Female,<=50K
23,Some-college,Other-service,25,Male,<=50K
58,Bachelors,Adm-clerical,40,Female,<=50K
44,Bachelors,Exec-managerial,40,Male,<=50K
59,Prof-school,Prof-specialty,40,Male,>50K
36,Some-college,Exec-managerial,40,Male,<=50K
42,Some-college,Other-service,52,Female,>50K
17,11th,Sales,20,Female,<=50K
59,10th,Prof-specialty,15,Female,<=50K
22,Some-college,Farming-fishing,40,Male,<=50K
40,Bachelors,Sales,45,Male,<=50K
36,Bachelors,Prof-specialty,40,Male,<=50K
19,HS-grad,?,15,Female,<=50K
49,HS-grad,Adm-clerical,25,Female,>50K
18,Some-college,?,40,Male,<=50K
38,HS-grad,Exec-managerial,25,Male,<=50K
48,HS-grad,Craft-repair,40,Male,<=50K
53,HS-grad,?,40,Male,>50K
33,Assoc-acdm,Sales,46,Male,<=50K
34,Assoc-voc,Exec-managerial,40,Female,<=50K
41,Masters,Prof-specialty,50,Male,>50K
20,Assoc-acdm,?,20,Female,<=50K
58,HS-grad,Other-service,40,Male,<=50K
52,10th,Transport-moving,40,Male,<=50K
45,Some-college,Prof-specialty,47,Male,>50K
37,7th-8th,Other-service,40,Male,<=50K
48,HS-grad,Machine-op-inspct,40,Male,<=50K
40,Bachelors,Craft-repair,40,Male,>50K
29,Bachelors,Sales,45,Male,<=50K
33,Assoc-voc,Tech-support,10,Male,<=50K
51,HS-grad,?,24,Male,<=50K
48,HS-grad,Tech-support,48,Male,<=50K
36,Bachelors,Exec-managerial,40,Female,<=50K
31,Some-college,Machine-op-inspct,35,Female,<=50K
41,Some-college,Craft-repair,50,Male,<=50K
29,Bachelors,Prof-specialty,40,Male,<=50K
20,Some-college,Craft-repair,40,Male,<=50K
53,Bachelors,Exec-managerial,40,Male,>50K
37,HS-grad,Sales,40,Female,<=50K
28,Bachelors,Other-service,35,Female,<=50K
27,Bachelors,Sales,40,Female,<=50K
57,Preschool,?,40,Male,<=50K
23,Some-college,Adm-clerical,40,Female,<=50K
25,Assoc-voc,Tech-support,56,Male,>50K
63,Some-college,Prof-specialty,38,Male,<=50K
65,Some-college,Sales,18,Male,<=50K
77,HS-grad,Adm-clerical,40,Female,<=50K
32,HS-grad,Other-service,40,Male,<=50K
40,HS-grad,Craft-repair,40,Male,>50K
67,HS-grad,Adm-clerical,40,Female,<=50K
35,HS-grad,Other-service,40,Female,<=50K
24,Masters,Prof-specialty,40,Female,<=50K
53,Doctorate,Prof-specialty,50,Male,>50K
37,Masters,Prof-specialty,40,Male,>50K
44,Some-college,Tech-support,40,Female,<=50K
25,11th,?,40,Female,<=50K
17,11th,Sales,20,Female,<=50K
47,Assoc-voc,Exec-managerial,60,Male,>50K
62,10th,Handlers-cleaners,40,Male,<=50K
39,Assoc-acdm,Prof-specialty,60,Male,<=50K
18,11th,?,30,Male,<=50K
32,Some-college,Prof-specialty,40,Female,<=50K
25,Bachelors,Prof-specialty,40,Female,>50K
30,HS-grad,Exec-managerial,65,Male,>50K
47,Masters,Exec-managerial,50,Male,>50K
40,10th,Craft-repair,40,Male,<=50K
38,HS-grad,Exec-managerial,40,Male,<=50K
41,Masters,Prof-specialty,40,Male,>50K
21,Some-college,Sales,20,Male,<=50K
32,Assoc-acdm,Prof-specialty,48,Male,>50K
54,7th-8th,Craft-repair,50,Male,<=50K
31,Preschool,Handlers-cleaners,25,Male,<=50K
42,Assoc-voc,Prof-specialty,40,Male,<=50K
23,10th,Handlers-cleaners,40,Male,<=50K
18,HS-grad,Sales,33,Female,<=50K
65,7th-8th,?,12,Female,<=50K
37,Some-college,Sales,50,Male,<=50K
53,Assoc-acdm,Adm-clerical,40,Female,<=50K
50,HS-grad,Prof-specialty,84,Male,<=50K
64,HS-grad,Adm-clerical,40,Female,>50K
55,Masters,Prof-specialty,60,Male,<=50K
63,Bachelors,Sales,40,Male,>50K
53,Some-college,Adm-clerical,45,Female,<=50K
18,11th,Adm-clerical,40,Male,<=50K
33,11th,Craft-repair,40,Male,<=50K
62,11th,Handlers-cleaners,40,Female,<=50K
56,Masters,Prof-specialty,48,Male,>50K
58,Masters,Adm-clerical,43,Male,>50K
33,10th,Sales,38,Female,<=50K
58,HS-grad,Transport-moving,45,Male,<=50K
44,Bachelors,Craft-repair,50,Male,>50K
81,7th-8th,Machine-op-inspct,40,Female,<=50K
28,HS-grad,Craft-repair,35,Male,<=50K
28,HS-grad,Adm-clerical,40,Male,<=50K
43,Bachelors,Craft-repair,45,Male,>50K
51,HS-grad,Adm-clerical,40,Female,<=50K
23,Some-college,Prof-specialty,52,Male,<=50K
48,HS-grad,Other-service,45,Female,<=50K
45,Bachelors,Exec-managerial,48,Male,>50K
48,10th,Transport-moving,70,Male,<=50K
37,HS-grad,Other-service,16,Female,<=50K
34,Masters,Adm-clerical,50,Male,>50K
63,Some-college,Sales,60,Male,>50K
38,7th-8th,Craft-repair,40,Male,<=50K
29,HS-grad,Tech-support,40,Male,<=50K
33,9th,Machine-op-inspct,40,Male,<=50K
47,5th-6th,Other-service,40,Female,<=50K
30,9th,Farming-fishing,30,Male,<=50K
35,Some-college,Exec-managerial,40,Male,<=50K
54,Bachelors,Sales,40,Male,>50K
26,Masters,Exec-managerial,50,Male,<=50K
39,HS-grad,Craft-repair,54,Male,<=50K
34,HS-grad,Other-service,40,Female,<=50K
55,Bachelors,Machine-op-inspct,40,Male,<=50K
33,Assoc-voc,Farming-fishing,76,Male,>50K
17,7th-8th,Other-service,36,Male,<=50K
27,10th,Other-service,38,Female,<=50K
53,9th,Handlers-cleaners,41,Male,>50K
43,Some-college,Adm-clerical,40,Female,<=50K
22,HS-grad,Exec-managerial,40,Male,<=50K
52,Bachelors,Tech-support,50,Female,<=50K
60,7th-8th,Craft-repair,40,Male,<=50K
55,Bachelors,Sales,65,Male,>50K
39,HS-grad,Tech-support,40,Male,>50K
29,Bachelors,Exec-managerial,40,Male,>50K
41,HS-grad,Transport-moving,50,Male,>50K
61,HS-grad,Transport-moving,40,Female,<=50K
71,10th,Adm-clerical,40,Male,<=50K
20,Some-college,Machine-op-inspct,35,Male,<=50K
33,Bachelors,Prof-specialty,40,Female,<=50K
52,HS-grad,Adm-clerical,40,Male,>50K
40,Some-college,Craft-repair,40,Male,>50K
26,HS-grad,?,40,Male,<=50K
31,Prof-school,Prof-specialty,99,Male,<=50K
